label,packet_size,duration,protocol,network
non-reel,500,3.0540151738757473,HTTP,good
reel,1939,15.460801108305771,UDP,good
non-reel,567,3.1916360147084495,HTTP,good
reel,1602,19.107662726899836,TCP,medium
reel,1417,18.4378192133135,UDP,poor
reel,1901,16.568733547550707,UDP,good
non-reel,329,2.4835801370039547,HTTP,poor
non-reel,997,4.847615911956728,TCP,good
non-reel,601,5.206124922130618,TCP,good
reel,2341,15.348638466484537,UDP,good
non-reel,219,3.6008717305330653,HTTP,poor
non-reel,570,3.989368526460126,TCP,poor
non-reel,602,2.867922688650507,HTTP,good
non-reel,758,5.525202556042576,HTTP,poor
non-reel,326,1.2110096682013705,TCP,poor
non-reel,958,1.469554019209814,HTTP,good
non-reel,482,3.3408610590325645,HTTP,good
reel,1701,19.650025859047265,TCP,medium
reel,1768,15.340160627394667,TCP,good
reel,1993,14.676077391600439,TCP,good
non-reel,558,2.8638469368228927,HTTP,good
reel,1778,15.58091489632955,TCP,good
non-reel,140,3.9843517231553522,HTTP,medium
reel,1879,20.265590620561568,UDP,medium
non-reel,699,3.201654432170405,HTTP,good
non-reel,370,3.320101182887006,HTTP,medium
non-reel,578,2.788878406078954,HTTP,good
non-reel,454,3.382597762545198,TCP,good
non-reel,572,1.770034794609264,HTTP,good
non-reel,650,0.9087836177882005,TCP,good
reel,2070,16.5951892641246,TCP,good
reel,1299,24.8200013745744,UDP,poor
non-reel,558,2.798112282369597,HTTP,good
non-reel,613,2.8673634296285275,HTTP,medium
non-reel,468,0.2489234513088201,HTTP,good
non-reel,488,5.393592551828969,TCP,good
reel,1716,21.94215521168227,UDP,medium
reel,1498,22.4693461121544,TCP,poor
non-reel,335,6.2500534659237275,HTTP,poor
reel,2159,16.088922126556916,TCP,good
non-reel,585,2.753388613193349,HTTP,good
reel,1265,25.029877218269966,UDP,poor
reel,1418,27.220508519387558,UDP,poor
non-reel,128,1.742851565597069,HTTP,poor
non-reel,142,3.7153536572056978,TCP,medium
non-reel,487,5.872985005252397,TCP,poor
reel,1044,16.353849839382573,TCP,poor
reel,1839,17.468340471621623,UDP,good
non-reel,709,3.657419413731352,HTTP,medium
non-reel,576,2.4177827356865125,HTTP,medium
non-reel,340,3.047880106884196,HTTP,medium
reel,1697,19.712467821149097,TCP,medium
reel,1413,18.915680791597282,TCP,medium
non-reel,192,5.326230710122315,HTTP,poor
non-reel,476,0.9491238744709043,TCP,medium
reel,1517,24.635725730043855,TCP,poor
non-reel,593,3.610507879708843,HTTP,good
non-reel,583,3.2513543351902525,TCP,good
non-reel,289,4.403601447423424,TCP,poor
non-reel,524,2.219482964959539,HTTP,medium
non-reel,759,2.570357907534637,TCP,good
reel,1920,18.013697153954045,UDP,medium
non-reel,488,4.111821274088666,TCP,poor
non-reel,624,2.3255853886604823,TCP,good
non-reel,671,2.9994418641388076,TCP,good
non-reel,615,4.38884249997823,TCP,medium
non-reel,503,3.350541999109544,TCP,good
non-reel,436,2.168464116071342,TCP,medium
reel,1567,18.232501987355782,TCP,medium
non-reel,384,2.134271502194909,HTTP,medium
non-reel,976,1.6295504532596548,TCP,good
reel,2156,14.961465818149977,TCP,good
non-reel,373,4.991515249965898,TCP,medium
reel,2008,17.29962918287395,TCP,good
non-reel,661,1.9079273915583848,HTTP,good
reel,1982,16.04965936993611,UDP,good
non-reel,317,5.478005442783838,TCP,medium
non-reel,889,0.721305272214247,TCP,good
non-reel,182,4.937259378033515,HTTP,poor
reel,1573,30.009815272421154,UDP,poor
reel,1410,24.446469698791187,TCP,poor
non-reel,347,2.4486583323311497,HTTP,medium
reel,1967,17.269867927874298,UDP,good
non-reel,139,5.260747651957939,TCP,medium
non-reel,654,2.3170842218953727,HTTP,good
reel,2145,17.19345552802974,TCP,good
reel,1593,18.24066832240068,UDP,medium
reel,1759,19.463966564629736,UDP,medium
reel,900,25.917100694488596,UDP,poor
reel,1893,15.548348751382031,UDP,good
reel,1432,18.670269409677946,TCP,medium
reel,1585,25.898752451213277,UDP,poor
non-reel,638,3.3749960573619533,TCP,good
non-reel,590,1.4506308678298765,TCP,good
reel,1662,18.592648194008987,TCP,medium
reel,1351,25.25441337449026,TCP,poor
reel,2157,14.458220294542157,TCP,good
non-reel,211,0.6744169687077286,HTTP,poor
non-reel,786,2.825974887869294,TCP,good
non-reel,559,6.165432822914958,HTTP,poor
reel,2206,16.273738927240004,TCP,good
non-reel,530,2.4240599387773454,HTTP,good
non-reel,636,8.7974343484574,TCP,poor
non-reel,710,3.202187170730136,TCP,medium
non-reel,689,1.972038077230298,HTTP,good
non-reel,824,0.4287356506459741,HTTP,good
reel,1611,19.726165268370693,TCP,medium
non-reel,585,2.0497168751475225,HTTP,good
reel,2269,15.651246455974443,UDP,good
reel,2403,15.894381283770405,UDP,good
non-reel,180,2.1382652277348044,TCP,medium
non-reel,697,3.4731356690084376,TCP,medium
reel,1148,23.58335590368451,TCP,poor
non-reel,462,11.706419038332331,TCP,poor
reel,1582,18.54375299703296,TCP,medium
non-reel,551,3.279561959947213,TCP,medium
non-reel,540,1.8922848966572745,HTTP,good
reel,1478,26.189440834552194,TCP,poor
non-reel,729,1.6128124504112846,HTTP,good
non-reel,350,3.981981741053382,HTTP,poor
non-reel,733,2.5734163258924805,TCP,good
non-reel,452,3.4160261634757396,TCP,medium
reel,1836,17.3207999647871,TCP,medium
non-reel,835,3.0754588455781793,TCP,good
non-reel,633,2.602062414362837,HTTP,good
non-reel,556,4.184303716552394,TCP,medium
non-reel,149,2.205156953326194,HTTP,medium
reel,1545,19.07409694904895,UDP,medium
non-reel,475,1.5396535997173582,TCP,good
reel,1369,21.46826020275811,UDP,poor
reel,1719,16.6283417156059,UDP,good
reel,1139,25.61164346358375,TCP,poor
reel,1684,19.059629005128325,TCP,medium
